ANO,MES,NCM,PAIS,URF,KG,FOB,FRETE,SEGURO
2018,6,31022100,87,517800,3283305,433456,84893,126
2018,6,31042090,383,517800,3250000,944885,82225,1621
2018,6,31054000,160,517800,450000,291602,38700,90
2018,6,31054000,442,517800,500000,310069,17200,350
2018,6,31054000,676,517800,3349801,1413829,97350,0
2018,6,31055900,249,517800,14423881,5353239,367388,6589
2018,6,31059090,403,517800,24000,19415,1750,20
2018,7,31021010,676,517800,3173352,810363,92453,452
2018,7,31022100,87,517800,5472176,712422,141488,396
2018,7,31022100,573,517800,5426241,703504,148984,409
2018,7,31042090,149,517800,7004997,2198440,147000,2566
2018,7,31042090,158,517800,8472328,2316174,199598,1547
2018,7,31042090,383,517800,5500000,1577400,139150,1564
2018,7,31042090,676,517800,73550761,20713597,2088483,10860
2018,7,31054000,160,517800,840000,537663,76906,190
2018,7,31054000,249,517800,16878277,6729863,428313,6650
2018,7,31054000,474,517600,1001167,363611,16550,154
2018,7,31054000,474,517800,1946000,808852,43980,228
2018,7,31054000,676,517800,23399663,9686448,674009,3589
2018,7,31055900,244,517800,96000,79133,5920,95
2018,7,31059090,158,517800,3000100,2260078,81813,2602
2018,7,31059090,573,517800,24000,28489,549,12
2018,8,31021010,240,517800,1000576,279076,18250,202
2018,8,31021010,556,517600,11127223,3044628,255099,1673
2018,8,31021010,676,517800,4410420,1085664,114400,312
2018,8,31022100,87,517800,1500511,264351,38925,150
2018,8,31042090,85,517800,10000000,2978886,265000,1254
2018,8,31042090,149,517600,12125760,3488762,238250,4136
2018,8,31042090,149,517800,13005565,4001983,270500,3914
2018,8,31042090,158,517800,11151100,3127728,304091,1676
2018,8,31042090,676,517600,7718287,2094119,183450,909
2018,8,31042090,676,517800,20571262,6067144,487025,1409
2018,8,31054000,249,517600,4030433,1308271,96000,1585
2018,8,31054000,249,517800,5498716,2406249,126432,0
2018,8,31054000,442,517800,500000,318977,20225,363
2018,8,31054000,474,517600,2001398,719989,33100,383
2018,8,31054000,474,517800,9052249,3844496,161191,2042
2018,8,31054000,676,517800,4395309,1892609,124505,509
2018,8,31055900,244,517800,192000,184779,11110,218
2018,8,31055900,249,517800,3600479,1471519,90000,1735
2018,8,31059090,245,517800,16000,17540,1312,3
2018,9,31021010,240,517800,8404839,2124906,153300,555
2018,9,31022100,87,517800,8240184,1080831,213828,631
2018,9,31042090,149,517800,13900000,4235554,319700,5355
2018,9,31042090,158,517800,29767000,8605689,711432,5722
2018,9,31042090,676,517800,74368657,22334668,1812312,8152
2018,9,31054000,249,517800,6950988,2800102,157647,792
2018,9,31054000,442,517800,260000,170505,10517,194
2018,9,31054000,474,517800,14425708,6245095,279420,1405
2018,9,31054000,676,517800,1512000,1023170,39649,1144
2018,9,31055900,249,517800,9545562,3654980,212398,4498
2018,9,31055900,474,517800,5606822,2370785,98725,938
2018,9,31059090,158,517800,5005173,3776513,119500,4326
2018,10,31021010,556,517600,7808933,2263819,179025,617
2018,10,31022100,87,517800,1425706,258560,39615,150
2018,10,31042090,149,517800,6001390,2020247,138000,2353
2018,10,31042090,383,517600,5400000,1416347,96660,420
2018,10,31042090,676,517800,9944211,3180198,249075,1093
2018,10,31054000,87,517800,600000,420400,15967,469
2018,10,31054000,442,517800,240000,157677,9708,179
2018,10,31054000,474,517800,9020000,3990036,170929,1824
2018,10,31054000,676,517800,2744000,1855888,73111,1386
2018,10,31055900,244,517800,96000,81804,5617,97
2018,10,31055900,249,517800,11275690,4724161,245037,5666
2018,10,31059090,403,517800,48000,39238,2390,36
2018,11,31021010,59,517800,45702178,13386868,883450,9146
2018,11,31021010,240,517800,3702131,872462,67525,246
2018,11,31021010,244,517800,15202367,4217507,387600,1868
2018,11,31022100,87,517800,2665818,524786,62400,186
2018,11,31042090,149,517800,56404661,18493006,1262566,16072
2018,11,31042090,676,517600,6315390,1764977,148050,501
2018,11,31042090,676,517800,53453899,16629305,1432561,6436
2018,11,31054000,442,517800,140000,91020,6617,104
2018,11,31054000,474,517600,5003966,1832916,82750,508
2018,11,31054000,474,517800,16852969,7516921,348645,2614
2018,11,31054000,676,517800,4153790,2028436,107310,640
2018,11,31055900,244,517800,96000,123391,5858,144
2018,11,31055900,245,517800,16500,50125,1722,9
2018,11,31055900,249,517800,8779052,3351703,219452,3974
2018,11,31059090,573,517800,24000,28453,595,12
2018,11,31059090,607,517800,23040,53950,871,604
2018,12,31021010,59,517800,8559015,2578141,165625,1052
2018,12,31021010,244,517800,11750103,3775522,293750,1466
2018,12,31022100,87,517800,6989706,991600,179400,567
2018,12,31042090,85,517800,9000000,3091126,214200,1292
2018,12,31042090,149,517800,10770362,3534820,250400,3207
2018,12,31042090,676,517800,16073687,4762715,445431,4361
2018,12,31054000,474,517600,3619733,1292315,64303,0
2018,12,31054000,474,517800,2826209,1279308,63450,348
2018,12,31054000,676,517800,420000,286514,11055,320
2018,12,31055900,249,517800,7330395,2941402,209150,3661
2018,12,31059090,403,517800,72000,57724,3585,58
2019,1,31021010,676,517800,2000000,583456,55000,325
2019,1,31022100,249,517800,5000002,658256,179000,0
2019,1,31042090,23,517800,11000000,3767943,208450,1826
2019,1,31042090,149,517800,26029141,8436154,615380,2826
2019,1,31042090,158,517800,2021647,602106,62000,686
2019,1,31042090,245,517800,5000000,1761623,165500,514
2019,1,31042090,676,517800,7300292,2267317,196700,225
2019,1,31054000,249,517800,3150000,1368776,91350,754
2019,1,31054000,474,517800,11350444,5038671,230095,456
2019,1,31054000,676,517800,18703684,7900887,535052,2513
2019,1,31059090,158,517800,8601308,6024819,263543,6879
2019,1,31059090,245,517800,44800,129085,4554,23
2019,1,31059090,403,517800,24000,19252,1195,19
2019,2,31021010,676,517800,2000000,640092,55000,194
2019,2,31042090,149,517800,12277985,3987140,297450,2741
2019,2,31042090,158,517800,5055734,1505747,155050,1716
2019,2,31042090,676,517800,14200000,4675870,386950,2595
2019,2,31054000,442,517800,200000,129960,9552,149
2019,2,31054000,676,517800,2816000,1414435,62232,470
2019,2,31059090,158,517800,1015207,541067,31000,620
2019,3,31022100,87,517800,12002927,1840416,354395,1098
2019,3,31042090,676,517800,36167014,11716948,890542,9131
2019,3,31054000,249,517800,3161738,1354937,91690,569
2019,3,31054000,474,517800,2000000,825253,35000,444
2019,3,31059090,403,517800,24000,18702,2031,19
2019,4,31022100,87,517800,4525000,631218,126474,374
2019,4,31022100,249,517800,4435581,574329,113107,337
2019,4,31042090,149,517800,9955000,3488134,248875,2947
2019,4,31042090,676,517800,12975000,4309285,396357,2585
2019,4,31054000,474,517800,8000000,3351237,140000,2511
2019,4,31054000,676,517800,1100000,455395,32175,0
2019,4,31055900,245,517800,16500,48554,1478,7
2019,5,31021010,676,517800,3000000,851410,87750,478
2019,5,31022100,87,517800,2299039,362336,48165,203
2019,5,31022100,160,517800,55000,8594,3796,0
2019,5,31022100,249,517800,7069781,913351,180279,538
2019,5,31042090,158,517800,5040088,1580316,95250,1742
2019,5,31042090,676,517800,27605000,9263116,619940,4451
2019,5,31054000,474,517800,3000000,1259144,52500,479
2019,5,31054000,676,517800,3850000,1776310,108531,1225
2019,5,31059090,158,517800,5049500,3848588,96692,4375
2019,5,31059090,245,517800,19725,85392,2405,0
2019,6,31021010,154,517800,7000000,1787005,138600,562
2019,6,31022100,87,517800,3850000,551611,80658,87
2019,6,31022100,160,517800,3600000,485283,79200,146
2019,6,31042090,149,517800,13650000,4698910,341250,1422
2019,6,31054000,160,517800,662400,417275,35420,488
2019,6,31054000,249,517800,11087898,4046300,200691,441
2019,6,31054000,474,517800,8000000,3146486,127600,2396
2019,6,31054000,676,517800,12472000,5317626,284462,2382
2019,6,31055900,160,517800,7600000,2354105,167200,1288
2019,6,31055900,249,517800,9978571,3654013,180612,2121
2019,6,31059090,245,517800,46400,87783,4711,29
2019,6,31059090,607,517800,1728,3567,69,20
2019,7,31021010,154,517800,7000000,1776878,138600,972
2019,7,31021010,676,517800,2045000,529373,51425,135
2019,7,31022100,87,517800,8450000,1376108,181015,524
2019,7,31022100,160,517800,58124,9968,2680,0
2019,7,31042090,149,517800,17855000,5830530,507425,4118
2019,7,31042090,676,517800,16500000,5620613,395175,4236
2019,7,31054000,249,517800,7300000,2253836,175200,2383
2019,7,31054000,474,517800,31200000,12199011,459800,4408
2019,7,31054000,676,517800,802000,522923,26552,373
2019,7,31055900,160,517800,8550000,2820394,188100,1540
2019,7,31055900,249,517800,4000000,1385233,96000,1459
2019,7,31055900,442,517800,240000,184043,8911,214
2019,7,31059090,403,517800,24000,17818,1982,18
2019,8,31021010,676,517800,15599947,4184297,346399,840
2019,8,31022100,87,517800,12749867,1746556,263922,871
2019,8,31022100,249,517800,10050508,1291916,277897,769
2019,8,31042090,149,517800,17500000,5902362,437500,1759
2019,8,31042090,383,517800,14977320,4770187,415859,1709
2019,8,31042090,676,517800,20550000,6699759,488300,2027
2019,8,31054000,160,517800,110000,66680,10100,29
2019,8,31054000,249,517800,1074733,331820,25794,351
2019,8,31054000,474,517800,5300000,1990214,72710,215
2019,8,31054000,676,517800,2232000,1199326,50430,906
2019,8,31055900,249,517800,5000000,1731541,120000,1824
2019,8,31059090,158,517800,3397000,2565019,89171,2947
2019,9,31021010,154,517800,11875000,3433253,228000,1424
2019,9,31021010,676,517800,203000,70287,7490,0
2019,9,31042090,149,517800,15000000,5106927,480000,2772
2019,9,31042090,676,517800,12600000,4114593,241900,1561
2019,9,31054000,249,517800,3000000,825675,79500,886
2019,9,31054000,474,517800,20300000,7168192,278110,2695
2019,9,31054000,676,517800,1873500,1200502,45827,1277
2019,9,31059090,245,517800,28600,28641,1741,0
2019,10,31021010,59,517800,8300000,2368433,141100,780
2019,10,31021010,154,517800,10500000,2846289,207900,2983
2019,10,31021010,676,517800,4967000,1336818,137485,624
2019,10,31022100,160,517800,5250000,840243,111563,477
2019,10,31022100,249,517800,2200000,286220,66440,72
2019,10,31042090,149,517800,36300350,12084899,907500,5536
2019,10,31042090,676,517800,2000000,598960,55500,245
2019,10,31054000,160,517800,288000,181960,25740,77
2019,10,31054000,474,517800,5500000,2076804,81125,809
2019,10,31054000,676,517800,27500,17455,1170,7
2019,10,31055900,249,517800,3000000,870375,79500,931
2019,10,31059090,160,517800,21032,153170,2200,172
2019,10,31059090,245,517800,24560,105275,1780,277
2019,10,31059090,403,517800,144000,103354,12070,65
2019,11,31021010,59,517800,10200000,2828791,234900,656
2019,11,31021010,154,517800,5000000,1420118,98100,1012
2019,11,31021010,240,517800,14250000,3642422,281438,2001
2019,11,31021010,676,517800,783000,262818,28890,0
2019,11,31022100,87,517800,4043180,651457,89853,209
2019,11,31022100,160,517800,8800000,1448783,187000,397
2019,11,31022100,249,517800,3800000,521138,109660,59
2019,11,31022100,573,517800,10573572,1942453,255880,2105
2019,11,31042090,149,517800,51957046,17198526,1298900,11070
2019,11,31042090,158,517800,5044625,1581738,95336,1744
2019,11,31042090,676,517800,45761000,14182287,1272400,6668
2019,11,31054000,160,517800,993700,611505,47690,710
2019,11,31054000,249,517800,8955693,2379677,238523,2559
2019,11,31054000,474,517800,29348000,10343559,446695,3545
2019,11,31054000,676,517800,1665000,1067871,57622,842
2019,11,31055900,245,517800,16500,47250,1403,0
2019,11,31055900,249,517800,16611599,4645459,476242,5016
2019,11,31059090,245,517800,14400,54108,1224,0
2019,11,31059090,403,517800,48000,33554,4010,14
2019,12,31021010,59,517800,17900000,4767617,438550,1961
2019,12,31021010,240,517800,24260700,6473663,478939,3112
2019,12,31021010,676,517800,261000,85619,9630,0
2019,12,31022100,87,517800,2650000,326069,79500,0
2019,12,31042090,23,517800,10000000,3162607,179500,1716
2019,12,31042090,149,517800,32666000,10513831,816650,4962
2019,12,31054000,160,517800,125000,81916,11745,50
2019,12,31054000,474,517800,5500000,1736720,103125,944
2019,12,31054000,676,517800,224000,145289,5560,187
2019,12,31055900,249,517800,6311985,1815138,178694,1955
2019,12,31055900,474,517800,5500000,2187134,75625,840
2019,12,31059090,158,517800,3000100,2218092,78813,2467
2019,12,31059090,403,517800,48000,34964,4060,36
2020,1,31021010,59,517800,17450000,4650864,463298,879
2020,1,31021010,244,517800,6050000,1412318,95288,385
2020,1,31021010,676,517800,8196000,2173850,236055,347
2020,1,31022100,160,517800,13800000,1912040,369375,717
2020,1,31042090,23,517800,5020000,1620899,90585,375
2020,1,31042090,149,517800,9000000,2624210,225000,2480
2020,1,31042090,676,517800,600000,168528,19770,71
2020,1,31054000,160,517800,1785600,1037761,99956,1082
2020,1,31054000,249,517800,5776186,1446231,161733,1569
2020,1,31054000,474,517800,20080000,6101497,332325,2396
2020,1,31054000,676,517800,2850000,790792,94050,65
2020,2,31021010,154,517800,14100000,3387409,222075,2015
2020,2,31021010,676,517800,4881700,1137398,164010,381
2020,2,31022100,160,517800,4200380,548570,119700,278
2020,2,31022100,249,517800,4000000,443335,151000,122
2020,2,31042090,85,517800,13200000,3662604,403260,1525
2020,2,31042090,676,517800,11000000,2925131,298000,873
2020,2,31054000,160,517800,748800,438224,42975,368
2020,2,31054000,474,517800,1000000,294651,15000,66
2020,2,31059090,383,517800,8400,4292,256,6
2020,2,31059090,607,517800,1728,3780,75,16
2020,3,31021010,676,517800,1039400,326816,34200,180
2020,3,31022100,249,517800,4000000,377138,171000,113
2020,3,31042090,676,517800,4700000,1198641,127605,497
2020,3,31054000,160,517800,2548800,1430481,145642,1695
2020,3,31054000,474,517800,5000000,1352768,103750,620
2020,3,31054000,676,517800,112000,72599,2680,93
2020,3,31059090,158,517800,2300000,1698265,60421,1943
2020,3,31059090,160,517800,14000,89507,2925,102
2020,3,31059090,607,517800,1728,4019,54,13
2020,4,31021010,154,517800,4750614,1109979,74813,502
2020,4,31021010,676,517800,345600,98961,13428,200
2020,4,31022100,23,517800,3400000,496746,81022,124
2020,4,31022100,249,517800,3000000,368586,113250,0
2020,4,31042090,23,517800,3000000,808261,76590,194
2020,4,31054000,474,517800,4551000,1356568,68265,1680
2020,4,31054000,676,517800,391900,235127,11284,232
2020,4,31059090,245,517800,59200,179296,5631,0
2020,5,31021010,59,517800,6650000,1594346,104738,726
2020,5,31021010,154,517800,4500000,1057633,90675,456
2020,5,31021010,676,517800,3421400,814165,109001,260
2020,5,31042090,676,517800,7605000,1705024,187768,789
2020,5,31054000,160,517800,720000,437886,37000,385
2020,5,31054000,474,517800,18429100,5784913,287879,2120
2020,5,31054000,493,517800,4750000,1229604,91438,292
2020,5,31054000,676,517800,6374000,2219319,157715,1500
2020,5,31055900,245,517800,16500,46391,986,0
2020,5,31055900,442,517800,5000000,1610819,108750,381
2020,5,31055900,474,517800,6765000,1749077,128197,804
2020,6,31021010,59,517800,6050000,1533949,83606,257
2020,6,31021010,676,517800,14208000,3266704,451104,1016
2020,6,31022100,160,517800,11725000,1456916,313644,661
2020,6,31042090,23,517800,5000000,1152977,113500,279
2020,6,31042090,85,517800,5500000,1265110,140250,474
2020,6,31042090,149,517800,22350000,4709545,611250,1859
2020,6,31042090,676,517800,26937000,6048566,710991,2592
2020,6,31054000,474,517800,17560000,5893596,262807,2914
2020,6,31054000,493,517800,10850358,3168111,208869,909
2020,6,31054000,676,517800,16255950,5125462,368470,2379
2020,6,31055900,87,517800,48000,61561,1786,51
2020,6,31055900,245,517800,4950,14027,481,0
2020,6,31055900,474,517800,4400000,1383412,66000,484
2020,6,31059090,245,517800,15600,56631,507,225
2020,7,31021010,59,517800,9461570,2336622,186680,1204
2020,7,31021010,676,517800,172800,56003,5262,0
2020,7,31022100,87,517800,6275470,811303,88125,407
2020,7,31022100,160,517800,1800000,190335,48150,50
2020,7,31042090,85,517800,20350000,4677523,356175,1652
2020,7,31042090,676,517800,10930000,2346213,132909,542
2020,7,31054000,474,517800,9900000,3227478,120725,0
2020,7,31054000,676,517800,644000,384290,22006,369
2020,7,31055900,245,517800,16500,47858,1278,0
2020,7,31055900,249,517800,5702828,1675619,88394,1745
2020,7,31059090,158,517800,4000100,2870323,85002,3296
2020,7,31059090,245,517800,32000,33266,2478,0
2020,8,31021010,59,517800,4400000,1018614,43846,236
2020,8,31021010,154,517800,25000000,6095962,399591,3679
2020,8,31021010,676,517800,374600,96417,11216,0
2020,8,31022100,87,517800,3102755,495330,58510,140
2020,8,31022100,245,517800,5010089,375288,213430,0
2020,8,31042090,149,517800,15415000,3268839,256480,2077
2020,8,31042090,676,517800,6361190,1362772,76608,368
2020,8,31054000,474,517800,9200010,2904327,118960,661
2020,8,31054000,676,517800,1204000,726880,32550,764
2020,8,31055900,249,517800,12500000,3562133,208500,3734
2020,8,31059090,158,517800,1000000,559080,19150,642
2020,9,31021010,59,517800,3302475,705462,45705,160
2020,9,31021010,154,517800,14001342,3310839,281526,1961
2020,9,31021010,676,517800,1562400,387299,33360,0
2020,9,31022100,249,517800,7903660,795387,201100,245
2020,9,31042090,23,517800,23000000,4631575,522100,1318
2020,9,31042090,149,517800,11494000,2455552,183904,690
2020,9,31042090,676,517800,17551140,3764691,340075,620
2020,9,31054000,160,517800,587650,334008,23298,68
2020,9,31054000,249,517800,9710757,2933935,186349,3096
2020,9,31054000,474,517800,5007980,1531528,78750,710
2020,9,31054000,676,517800,946000,587876,25104,461
2020,9,31055900,249,517800,23905694,6749550,479268,7154
2020,9,31059090,158,517800,3832269,2650731,92714,3008
2020,10,31021010,59,517800,17350000,4473655,299553,1585
2020,10,31021010,154,517800,5500165,1279760,110825,0
2020,10,31021010,676,517800,493000,148015,16200,0
2020,10,31021010,767,517800,87000,28287,2427,0
2020,10,31022100,87,517800,11017070,1224534,213750,597
2020,10,31022100,160,517800,4900000,503172,137935,267
2020,10,31022100,573,517800,5554940,816267,113796,391
2020,10,31042090,85,517800,15400000,3176421,290950,1400
2020,10,31042090,676,517800,6393000,1414762,136030,421
2020,10,31054000,160,517800,371200,198492,21011,139
2020,10,31054000,474,517800,1000000,305378,10450,68
2020,10,31054000,676,517800,1204000,710179,29691,599
2020,10,31055900,249,517800,10569314,3235373,209801,3361
2020,10,31059090,158,517800,1200000,671127,22980,771
2020,11,31021010,59,517800,31113500,7801584,567081,1529
2020,11,31021010,154,517800,19025000,4274922,329489,1190
2020,11,31021010,676,517800,14265500,3157617,279665,1195
2020,11,31021010,767,517800,435000,142076,11625,0
2020,11,31022100,160,517800,10000000,1283007,247000,503
2020,11,31022100,249,517800,4802500,645142,133501,325
2020,11,31022100,573,517800,1839890,200937,35100,0
2020,11,31042090,85,517800,10684300,2847386,143688,1254
2020,11,31042090,149,517800,72844340,16003689,1264582,10658
2020,11,31042090,676,517800,20499320,4385811,563250,1914
2020,11,31054000,160,517800,460800,262764,22484,74
2020,11,31054000,474,517800,25331240,7855447,403070,2266
2020,11,31054000,676,517800,504000,288009,10710,242
2020,12,31021010,154,517800,6963030,1619578,167843,635
2020,12,31021010,676,517800,6084000,1437265,126401,190
2020,12,31022100,87,517800,7600000,831630,148200,408
2020,12,31022100,160,517800,5000000,668183,106250,326
2020,12,31042090,149,517800,15000000,3330208,302850,1432
2020,12,31042090,676,517800,493000,111943,13175,164
2020,12,31054000,474,517800,11866960,3927826,215370,2814
2020,12,31054000,676,517800,13296000,4630825,246690,1526
2020,12,31055900,245,517800,19800,61138,1182,0
2020,12,31055900,249,517800,2750000,851350,84700,933
2020,12,31059090,245,517800,14400,58515,860,0
2021,1,31021010,59,517800,15107540,3977360,372975,402
2021,1,31021010,154,517800,5300000,1367492,124863,0
2021,1,31021010,676,517800,6220000,1548588,119625,232
2021,1,31022100,87,517800,10500706,1519760,278269,1746
2021,1,31022100,160,517800,13052450,1502684,337650,447
2021,1,31022100,249,517800,6928851,734511,194008,193
2021,1,31022100,573,517800,1800000,196081,35100,0
2021,1,31042090,23,517800,10000000,2385598,237000,1122
2021,1,31042090,676,517800,15744000,3507058,434668,1056
2021,1,31054000,160,517800,379200,217616,24048,52
2021,1,31054000,474,517800,22282920,7541474,399775,2291
2021,1,31055900,249,517800,10663519,3517553,280553,3590
2021,1,31059090,158,517800,3000100,1969326,65402,2264
2021,2,31021010,676,517800,6215310,1675210,143300,308
2021,2,31042090,23,517800,5000000,1174675,113500,303
2021,2,31042090,149,517800,14817080,3439641,391315,533
2021,2,31042090,676,517800,10642000,2372447,328500,860
2021,2,31054000,160,517800,200000,111030,7653,28
2021,2,31054000,474,517800,9757000,3525180,164173,1659
2021,2,31054000,676,517800,1008000,593425,29382,504
2021,2,31059090,158,517800,1501300,972810,35656,1122
2021,3,31021010,59,517800,14607190,3541823,302000,809
2021,3,31021010,154,517800,19708370,5250657,367675,871
2021,3,31021010,676,517800,7438490,1953853,174000,158
2021,3,31022100,160,517800,14700000,2003521,297750,317
2021,3,31022100,245,517800,2303316,163718,119980,0
2021,3,31022100,249,517800,10000000,1066242,327500,261
2021,3,31042090,23,517800,7509380,1605488,176520,583
2021,3,31042090,85,517800,21178920,4134474,588063,1542
2021,3,31042090,149,517800,5006580,1163550,148100,431
2021,3,31042090,676,517800,28839670,6427251,897790,1425
2021,3,31054000,53,517800,6050000,1846846,102487,643
2021,3,31054000,474,517800,26169670,8599212,417675,2435
2021,3,31054000,676,517800,2200000,798350,50600,181
2021,3,31055900,442,517800,144000,101382,4842,86
2021,3,31059090,158,517800,3003300,1944375,64564,2236
2021,3,31059090,160,517800,9000,50020,6500,62
2021,3,31059090,245,517800,14400,58676,1615,0
2021,4,31021010,59,517800,4000000,1096744,80000,278
2021,4,31021010,154,517800,3242081,839663,78296,137
2021,4,31021010,676,517800,16720000,4499895,401775,2024
2021,4,31022100,87,517800,9119810,1075625,260999,335
2021,4,31022100,160,517800,8843027,1155945,176000,371
2021,4,31042090,23,517800,11031080,2476076,249700,678
2021,4,31042090,676,517800,3295000,813705,122880,323
2021,4,31054000,53,517800,6011380,2062299,87120,710
2021,4,31054000,474,517800,7133440,2663446,145085,1071
2021,4,31054000,676,517800,5335474,2359750,189554,910
2021,4,31055900,442,517800,72000,50178,3122,43
2021,5,31021010,53,517800,5000000,1746914,322500,448
2021,5,31021010,59,517800,10650000,3458839,314700,720
2021,5,31021010,73,517800,1509600,514790,70045,139
2021,5,31021010,154,517800,900000,252083,13050,0
2021,5,31021010,556,517800,10951502,3687537,259515,901
2021,5,31021010,676,517800,604800,228347,24675,0
2021,5,31021010,824,517800,1734800,591648,80495,160
2021,5,31022100,87,517800,6320000,592364,334644,214
2021,5,31022100,573,517800,2088482,293748,110492,91
2021,5,31042090,85,517800,7730560,1604910,279125,442
2021,5,31042090,676,517800,9800000,2019581,354239,558
2021,5,31054000,474,517800,11031030,4720577,321250,1081
2021,5,31054000,676,517800,966500,576389,23465,19
2021,5,31055900,87,517800,48000,63164,2486,53
2021,5,31055900,474,517800,4065360,1326344,72720,329
2021,5,31059090,158,517800,2507470,1622431,48125,1853
2021,5,31059090,403,517800,672000,352105,56476,136
2021,6,31021010,59,517800,4295874,1597197,159600,409
2021,6,31021010,556,517800,1101430,427510,26070,0
2021,6,31021010,676,517800,6974416,2468586,194306,297
2021,6,31021010,824,517800,5500000,2107820,255200,232
2021,6,31022100,249,517800,2864410,378985,79800,89
2021,6,31042090,676,517800,18017230,3838133,814946,1437
2021,6,31054000,249,517800,1000000,578740,28250,569
2021,6,31054000,383,517800,28000,16314,1245,0
2021,6,31054000,474,517800,4003980,1793905,82494,264
2021,6,31054000,676,517800,6730000,3656835,192196,919
2021,6,31055900,249,517800,8000000,2833832,226000,2844
2021,6,31059090,158,517800,3000400,1938352,88512,2258
2021,6,31059090,160,517800,10000,54214,10200,71
2021,7,31021010,676,517800,2456400,1029840,92813,0
2021,7,31021010,824,517800,9480600,3415446,439900,366
2021,7,31022100,87,517800,1500000,169157,43500,0
2021,7,31022100,160,517800,5000000,808342,117500,215
2021,7,31022100,245,517800,4415031,591584,233246,0
2021,7,31042090,23,517800,15000000,3826142,340500,633
2021,7,31042090,149,517800,9928000,2627582,223380,673
2021,7,31042090,676,517800,5799000,1315804,222830,881
2021,7,31054000,474,517800,18314050,9689788,450158,8000
2021,7,31054000,676,517800,220000,143440,8530,51
2021,7,31055900,160,517800,2000000,987342,47000,247
2021,7,31055900,249,517800,1998505,1126707,56458,1108
2021,7,31055900,442,517800,72000,58697,4843,51
2021,8,31021010,240,517800,6650000,2654056,289275,629
2021,8,31021010,676,517800,1306000,560920,53425,0
2021,8,31021010,824,517800,3300000,1103122,153120,0
2021,8,31022100,160,517800,7000263,1223622,164500,193
2021,8,31022100,573,517800,900000,124864,47655,0
2021,8,31042090,23,517800,5000000,1449453,113500,369
2021,8,31042090,85,517800,4550000,988798,169715,0
2021,8,31042090,149,517800,27695000,8096654,970082,7084
2021,8,31042090,676,517800,522000,144435,30082,226
2021,8,31054000,160,517800,5950000,3650563,154700,1294
2021,8,31054000,474,517800,21002210,12964653,550980,4361
2021,8,31054000,676,517800,499500,341926,20314,188
2021,8,31055900,249,517800,8800000,3026325,260480,3051
2021,8,31059090,573,517800,96000,124997,5360,44
2021,9,31021010,154,517800,8000000,3006561,400800,656
2021,9,31022100,87,517800,1050000,176114,42000,51
2021,9,31022100,271,517800,8000000,1382757,278000,352
2021,9,31022100,573,517800,4391785,663906,175671,0
2021,9,31042090,149,517800,13247000,6329498,619148,6499
2021,9,31042090,676,517800,29836530,8916265,1136033,2346
2021,9,31054000,249,517800,2000000,1137859,68500,1131
2021,9,31054000,474,517800,13500000,8466491,396850,5664
2021,9,31054000,676,517800,644000,464918,28635,400
2021,9,31055900,249,517800,7500000,4266971,256875,4239
2021,9,31059090,158,517800,3520000,2178759,137104,2577
2021,9,31059090,403,517800,288000,177618,25236,68
2021,9,31059090,573,517800,72000,91888,6075,33
2021,10,31021010,59,517800,2100000,790282,79800,89
2021,10,31021010,154,517800,11555056,4803165,601907,1287
2021,10,31021010,240,517800,1909280,746770,82650,196
2021,10,31021010,676,517800,1068912,401626,23516,45
2021,10,31022100,87,517800,5250000,774029,210000,229
2021,10,31042090,149,517800,14799000,5041563,622810,4087
2021,10,31042090,676,517800,15581690,3613774,327350,813
2021,10,31054000,160,517800,918800,627472,96920,227
2021,10,31054000,474,517800,12476539,5704936,221248,998
2021,10,31054000,676,517800,7248922,3155282,201494,839
2021,10,31055900,249,517800,7238568,4314147,272894,4300
2021,10,31055900,474,517800,5025880,3003258,141613,1044
2021,10,31059090,160,517800,9000,45861,12500,64
2021,10,31059090,249,517800,27360,44644,4270,55
2021,10,31059090,403,517800,336000,207032,29442,79
2021,11,31042090,85,517800,25521500,4891531,1023225,1929
2021,11,31042090,149,517800,39260520,16458304,2097305,13001
2021,11,31042090,676,517800,32021700,9136087,1316875,6375
2021,11,31054000,249,517800,2500000,1669602,137500,1698
2021,11,31054000,474,517800,9084620,5063977,250945,3416
2021,11,31054000,676,517800,15408397,9249338,752572,2240
2021,11,31055900,249,517800,8687506,5451457,477813,5568
2021,11,31055900,442,517800,144000,140760,16036,127
2021,11,31059090,403,517800,360000,270750,31761,203
2021,11,31059090,573,517800,120000,153028,10696,55
2021,12,31021010,59,517800,4135000,1775971,197446,470
2021,12,31021010,676,517800,2200000,971714,123200,278
2021,12,31022100,160,517800,18000000,2959316,900000,902
2021,12,31042090,85,517800,5523310,1169088,142800,278
2021,12,31042090,149,517800,30577000,18252437,1457030,14793
2021,12,31042090,158,517800,8451800,2810879,337103,3353
2021,12,31042090,676,517800,6989777,2014461,308775,756
2021,12,31054000,160,517800,380800,250371,33555,63
2021,12,31054000,474,517800,13470000,7896729,463976,4105
2021,12,31054000,676,517800,13775120,9552456,712103,3295
2021,12,31059090,158,517800,3520000,2214505,137104,2616
2021,12,31059090,245,517800,14400,58784,1981,0
2021,12,31059090,403,517800,552000,433863,48783,161
2021,12,31059090,573,517800,24000,30313,2429,11
2022,1,31021010,154,517800,14253973,6388319,438188,1628
2022,1,31021010,528,517800,4750870,1993738,456000,584
